"country","year","tbi","pro_cleanfuel","pro_basicwater","pro_safewater","pro_slum","mean_exposure_pm2.5","total_greenhouses","pro_basicsanitation","pro_safesanitation","gdp","hdi","region"
"Afghanistan",2006,189,13.5,38.5671193339185,15.6484265825764,63.6,61.5146494273075,27.8006,28.8122662344939,28.8122662344939,6971758282.29351,0.41,"Eastern Mediterranean"
"Afghanistan",2008,189,16.6,43.6326087182233,17.4760103900168,63.6,54.1911438080183,32.4295,32.128704614959,32.128704614959,10109297047.5432,0.431,"Eastern Mediterranean"
"Afghanistan",2010,189,19.9,48.8269685242371,19.301139222627,64.80761,49.6793770289443,39.5306,35.4774709901664,35.4774709901664,15856668555.8336,0.449,"Eastern Mediterranean"
"Afghanistan",2012,189,22.9,54.1494916362474,21.1239963442836,67.24795,70.9223165078033,41.8041,38.8603050336229,38.8603050336229,19907329777.5872,0.467,"Eastern Mediterranean"
"Afghanistan",2014,189,26.1,59.5981581738121,22.9443007139289,69.68829,77.1437275538632,40.5537,42.2784026530125,42.2784026530125,20497128555.6972,0.48,"Eastern Mediterranean"
"Afghanistan",2016,189,28.8,65.1721622599667,24.7622201760444,72.12863,72.7659101386992,39.9062,45.7336021554717,45.7336021554717,18116572395.0772,0.483,"Eastern Mediterranean"
"Afghanistan",2018,189,31.4,70.8799408932308,26.5813145377719,73.3,67.2271774798558,40.7805,49.2341444226923,49.2341444226923,18053222687.4126,0.486,"Eastern Mediterranean"
"Afghanistan",2020,183,33.8,76.72225540254,28.4025051496417,73.3,46.0870936659706,37.4909,52.6490009350063,52.6490009350063,19955929052.1496,0.488,"Eastern Mediterranean"
"Albania",2000,22,35.2,86.3970439494077,49.1383205634209,28.1,22.2651885663762,8.6227,89.4886714004041,89.4886714004041,3480355258.04122,0.678,"Europe"
"Albania",2002,22,41.4,87.4516357159612,48.984765568043,25.5,22.4827851202514,9.4424,90.605514785525,90.605514785525,4348068242.19512,0.692,"Europe"
"Albania",2004,20,47.8,88.5105812614285,50.7176777876065,23,22.6759229494045,9.846,91.7106511759046,91.7106511759046,7184685781.51876,0.707,"Europe"
"Albania",2006,18,54.7,89.5191349968004,54.4670824974091,20.5,22.5109695957413,9.4849,92.9214092333686,92.9214092333686,8896075004.63516,0.728,"Europe"
"Albania",2008,16,61,90.4761498369914,58.3284789243762,17.9,21.4806685713767,9.225,94.0758130632297,94.0758130632297,12881352893.6855,0.747,"Europe"
"Albania",2010,17,66.2,91.3794796111017,62.3006301902166,15.4,20.8141104654758,9.6113,95.1721612127179,95.1721612127179,11926926615.8015,0.766,"Europe"
"Albania",2012,16,71.3,92.2287785293112,66.3808520347694,12.9,20.9627204112539,13.5231,96.2102708087274,96.2102708087274,12319834195.331,0.789,"Europe"
"Albania",2014,16,75.2,93.0200580597032,70.5632610188294,10.3,19.3679442180935,10.1759,97.1880221308194,97.1880221308194,13228147516.1168,0.797,"Europe"
"Albania",2016,17,78.3,93.7548779094968,70.6165078550165,7.8,17.602163992984,9.7309,98.1079030060422,98.1079030060422,11861199830.8396,0.795,"Europe"
"Albania",2018,18,80.7,94.4363934347219,70.65335162337,5.3,19.0461862321065,10.4992,98.9736460270302,98.9736460270302,15379509891.7196,0.797,"Europe"
"Albania",2020,15,83.1,95.0680388145809,70.6745374149515,2.8,15.7070036417042,9.1328,99.2987931149029,99.2987931149029,15241458744.8688,0.784,"Europe"
"Algeria",2008,74,99,91.8433087449211,74.1828238425326,30.8,25.4799096142764,196.3231,86.5335680761237,86.5335680761237,180383848331.135,0.709,"Africa"
"Algeria",2010,78,99.2,92.2959734615905,75.056807812812,30.8,24.3952993862667,200.9843,86.9781332130706,86.9781332130706,177785053939.531,0.721,"Africa"
"Algeria",2012,73,99.4,92.7451846992975,75.867622968565,28.88661,24.3968164333132,223.9411,87.0935397027506,87.0935397027506,227143746075.934,0.726,"Africa"
"Algeria",2014,72,99.5,93.1923467804089,76.6182319353339,24.98121,24.111122951181,241.2862,86.8698424356598,86.8698424356598,238942664192.59,0.732,"Africa"
"Algeria",2016,70,99.6,93.6227755358994,76.3948592626,21.07581,25.5531525527547,253.4389,86.6054829474466,86.6054829474466,180763839522.151,0.738,"Africa"
"Algeria",2018,69,99.7,94.0374149250041,75.036130399841,17.17042,24.9335900639775,266.6026,86.303094189528,86.303094189528,194554483655.528,0.74,"Africa"
"Algeria",2020,58,99.7,94.4373299704124,72.2481473302903,13.26502,25.5526558310447,257.0637,85.9654695730295,85.9654695730295,164873415325.201,0.73,"Africa"
"Armenia",2000,54,78.1,95.3321795073804,82.3507193495398,12.79599,27.498645550379,3.8018,86.9598960322857,86.9598960322857,1911563668.85006,0.656,"Europe"
"Armenia",2002,59,84.5,95.8591152115814,82.5738249153644,12.30696,27.4848026556976,3.4419,87.7125537666032,87.7125537666032,2376335048.39976,0.67,"Europe"
"Armenia",2004,69,89.7,96.4166622270609,82.8105594508515,11.81793,27.6753386119868,4.2823,88.5026889720846,88.5026889720846,3576615240.41616,0.689,"Europe"
"Armenia",2006,75,92.8,96.9824019913165,83.0495663188159,11.3289,28.4040594680882,5.0436,89.2950645345258,89.2950645345258,6384452066.5146,0.714,"Europe"
"Armenia",2008,71,94.9,97.5564813624504,83.290892297693,10.83987,30.454755880876,6.4433,90.0898320713121,90.0898320713121,11662040713.8753,0.733,"Europe"
"Armenia",2010,61,96.1,98.138914628293,83.2415893535423,10.35084,34.4470166846987,5.1035,90.886816268627,90.886816268627,9260285755.62424,0.739,"Europe"
"Armenia",2012,53,96.8,98.7298229038946,83.1928890340007,9.86181,43.2896148307344,6.5702,91.6861698103562,91.6861698103562,10619320682.9474,0.751,"Europe"
"Armenia",2014,57,97.3,99.3248756665526,83.1453480350589,9.37278,38.639237611456,6.707,92.5000968345708,92.5000968345708,11609513246.7958,0.764,"Europe"
"Armenia",2016,44,97.6,99.5293510076689,82.9347308607083,8.88375,35.8609078798257,6.0999,93.2465397820957,93.2465397820957,10546136235.5219,0.773,"Europe"
"Armenia",2018,31,97.8,99.9148284891593,82.9598380412522,8.39472,34.201366074335,6.4611,93.693256899836,93.693256899836,12457940694.7395,0.781,"Europe"
"Armenia",2020,25,97.9,99.9415163996124,82.6858187854657,8.39472,30.5796334750125,7.4775,93.9367387745435,93.9367387745435,12641698583.2152,0.769,"Europe"
"Austria",2000,17,100,99.9999997317949,96.7192347699695,4.5,19.150573887216,67.9654,99.9999792345039,99.9999792345039,196181599831.287,0.87,"Europe"
"Austria",2002,15,100,99.9999992989147,97.0617545103043,4.4,18.7785099320798,76.5629,99.9999980392323,99.9999980392323,212837224022.813,0.878,"Europe"
"Austria",2004,13,100,99.9999975141402,97.4042729308709,4.4,18.4343485142981,87.135,99.996530510081,99.996530510081,299210411454.823,0.886,"Europe"
"Austria",2006,12,100,100,97.7467976841823,4.4,17.8024706211736,89.1018,99.9928973265328,99.9928973265328,333905979332.481,0.893,"Europe"
"Azerbaijan",2000,80,70,73.4165803447003,57.7485547835283,50.94,19.773338223415,38.1519,62.2763448871113,62.2763448871113,5272615722.96892,0.635,"Europe"
"Azerbaijan",2002,78,76.9,75.870284030868,60.1104341282052,44.93667,19.4107005876363,36.991,66.0659783026576,66.0659783026576,6236087738.28284,0.654,"Europe"
"Azerbaijan",2004,80,82.9,78.3574990243862,61.3437670511597,38.93333,19.1817649122083,40.0443,69.8252236827963,69.8252236827963,8680405740.94125,0.67,"Europe"
"Azerbaijan",2006,83,87.8,80.8760045897352,62.5618941223254,32.93,19.4343550329971,44.7528,74.745714824542,74.745714824542,20981929497.6188,0.701,"Europe"
"Azerbaijan",2008,108,91.3,83.4255074202882,63.7653914133059,26.92667,20.6727592862898,52.6064,79.7252646549165,79.7252646549165,48851293785.4483,0.723,"Europe"
"Azerbaijan",2010,104,93.7,86.0078827586649,64.9561147342884,26.92667,23.1201756676417,45.2727,84.7653165005318,84.7653165005318,52909294791.9262,0.733,"Europe"
"Azerbaijan",2012,86,95.5,88.6295060271887,66.1386443105831,26.92667,29.1805878419231,51.599,89.867944807487,89.867944807487,69679944504.1972,0.739,"Europe"
"Bangladesh",2000,221,8.3,94.8189212128758,55.3187008304757,58.31077,53.2073315873939,157.1991,24.5131903542463,24.5131903542463,53369787318.6245,0.491,"South-East Asia"
"Bangladesh",2002,221,8.5,95.1737696316763,55.3037151491832,57.66662,53.9989891679289,168.4791,27.6554493983047,27.6554493983047,54724081490.5102,0.505,"South-East Asia"
"Bangladesh",2004,221,9,95.5299724790634,55.250352936216,57.02246,54.7139805852488,173.7639,30.7992984470831,30.7992984470831,65108544250.0425,0.518,"South-East Asia"
"Bangladesh",2006,221,9.6,95.8847117824058,55.1836736404241,56.3783,53.1975459498402,185.7126,34.0875250851519,34.0875250851519,71795736172.1561,0.53,"South-East Asia"
"Bangladesh",2008,221,10.8,96.2259786038382,55.1028751333941,55.73415,46.4359542477712,202.212,37.3719166265714,37.3719166265714,91636997370.9772,0.535,"South-East Asia"
"Bangladesh",2010,221,12.6,96.5528253694261,55.0085863901501,55.08999,42.1588186962047,216.7831,40.6418673210665,40.6418673210665,115275540051.262,0.558,"South-East Asia"
"Bangladesh",2012,221,14.6,96.864384577712,55.3036924501787,54.44584,65.1638389348551,226.8739,43.8868927179976,43.8868927179976,133310747603.483,0.575,"South-East Asia"
"Bangladesh",2014,221,16.8,97.1596636760135,56.0454778209341,53.80168,68.3283645116627,238.4256,47.0955366737352,47.0955366737352,172886611653.786,0.585,"South-East Asia"
"Bangladesh",2016,221,19.4,97.4383909094007,56.850799030472,53.15752,63.6784141329752,256.0264,50.2602922140672,50.2602922140672,265224515675.034,0.613,"South-East Asia"
"Bangladesh",2018,221,21.9,97.700411546896,57.7207449544889,52.51337,59.513577848333,279.2501,53.374264785747,53.374264785747,321362752441.78,0.636,"South-East Asia"
"Bangladesh",2020,221,24.9,97.945676020447,58.6559977739333,51.86921,42.3813762359965,269.3751,56.4312334257288,56.4312334257288,373979442362.193,0.657,"South-East Asia"
"Belarus",2000,86,92.5,98.3562356334077,81.8127073395731,17.5584,27.8003375928239,43.3546,92.0688611847075,92.0688611847075,12736780455.1539,0.708,"Europe"
"Belarus",2002,66,94.8,98.3409034123984,82.1121894580886,16.03017,25.3708864392258,44.3877,92.0235090773808,92.0235090773808,14594900944.7658,0.718,"Europe"
"Belarus",2004,71,96.2,98.3288112162159,83.3619065222657,14.50194,22.4773987093966,49.2296,92.4299916634885,92.4299916634885,23141566292.9462,0.74,"Europe"
"Belarus",2006,68,97.4,98.3110021113923,85.5099440254235,12.97371,21.555661490259,47.4522,93.300075313505,93.300075313505,36961894281.3444,0.761,"Europe"
"Belarus",2008,68,98.1,98.3012596659617,87.5852408037155,11.44548,21.364516390716,51.0996,94.1862922254828,94.1862922254828,60752106347.126,0.782,"Europe"
"Belarus",2010,68,98.7,98.2992552665083,89.6004913219015,9.91726,20.9366064365372,47.0465,95.0871819797059,95.0871819797059,57231904542.8755,0.79,"Europe"
"Belarus",2012,63,99.2,98.3055460415481,91.5589142752632,8.38903,18.0675396231787,61.6105,96.0031998605471,96.0031998605471,65685890438.8922,0.805,"Europe"
"Belarus",2014,51,99.4,98.3203614644208,92.4042254331142,6.8608,19.3974713758219,59.4315,96.9365246924667,96.9365246924667,78812805039.0743,0.81,"Europe"
"Belarus",2016,42,99.5,98.3433344843066,92.5880037699573,5.33257,15.8319434819688,59.584,97.8864691690809,97.8864691690809,47723545321.259,0.809,"Europe"
"Belarus",2018,31,99.7,98.3739982007809,92.766544664735,3.80434,16.9825400264261,64.7721,98.8522676469004,98.8522676469004,60031173807.7196,0.812,"Europe"
"Belarus",2020,28,99.7,98.6515731688089,92.9371107737105,2.27611,14.6089903841381,61.8387,99.488775472255,99.488775472255,61371755326.2351,0.8,"Europe"
"Bosnia and Herzegovina",2000,83,54.1,97.2697023620953,87.3499798958305,5.1,36.8983152634642,12.5198,95.0784457696157,95.0784457696157,5567772768.81188,0.656,"Europe"
"Bosnia and Herzegovina",2002,56,51.65,97.1708059849212,87.5946170566855,5.1,37.9191864208419,15.661,95.0981396368111,95.0981396368111,6728220886.64546,0.663,"Europe"
"Bosnia and Herzegovina",2004,78,50.2,97.0613930232856,87.8356908284727,5.1,38.8647123272337,15.0096,95.1202465613179,95.1202465613179,10156541538.399,0.678,"Europe"
"Bosnia and Herzegovina",2006,59,47.9,96.9413764053532,88.0730308940977,4.9,38.6329509376323,18.1496,95.151629322116,95.151629322116,12864841905.9543,0.687,"Europe"
"Bosnia and Herzegovina",2008,57,45.8,96.8107512963813,88.3067593024703,4.7,36.5797939203256,20.5685,95.1844590967475,95.1844590967475,19112796623.1175,0.714,"Europe"
"Bosnia and Herzegovina",2010,45,44.8,96.6694951663687,88.5367333423369,4.5,35.2512805561859,22.5919,95.2184859381301,95.2184859381301,17176315803.7298,0.718,"Europe"
"Bosnia and Herzegovina",2012,49,43.2,96.4500310517333,88.7022929237708,4.3,35.5046711262656,21.9259,95.2539078629793,95.2539078629793,17226735995.6905,0.735,"Europe"
"Bosnia and Herzegovina",2014,43,41.9,96.1681277683125,88.8171849686973,4,32.4817989014897,21.4263,95.290532157865,95.290532157865,18558733564.4692,0.751,"Europe"
"Bosnia and Herzegovina",2016,33,41.05,96.1512641348273,88.8333583350121,4,30.384676952561,24.4029,95.3361510415938,95.3361510415938,17116926327.6247,0.767,"Europe"
"Bosnia and Herzegovina",2018,25,40.8,96.1331740889937,88.850693498337,4,32.4989922059154,25.4209,95.3850592701845,95.3850592701845,20484053868.9246,0.774,"Europe"
"Brazil",2000,51,89.05,93.4715252595615,76.0321004143178,34.73978,15.5723815602196,2045.1885,73.1287988328203,73.1287988328203,655448231983.527,0.668,"Americas"
"Brazil",2002,52,90.2,94.1424897502086,76.9846391084615,31.43266,15.5176007943732,2232.7015,74.9279834778336,74.9279834778336,509795273806.715,0.678,"Americas"
"Brazil",2004,54,91.3,94.7773576406478,77.5417105801939,28.12555,15.4163508003501,3541.3762,76.6915371557584,76.6915371557584,669289424806.307,0.689,"Americas"
"Brazil",2006,46,92.1,95.3841881864926,78.0771293045467,24.81844,15.2503863469125,2209.336,78.4329110515648,78.4329110515648,1107626541710.74,0.701,"Americas"
"Brazil",2008,46,93.1,95.9645639704386,78.5924528100554,21.51132,14.9351326747822,2021.4706,80.154078978513,80.154078978513,1695855083552.05,0.714,"Americas"
"Brazil",2010,44,93.9,96.5187999853069,79.0871837552091,18.20421,14.9274921822751,1398.172,81.854207204088,81.854207204088,2208837745214.23,0.722,"Americas"
"Brazil",2012,44,94.7,97.0509780439356,79.5678671260293,14.8971,14.6007414104339,1405.9965,83.5422241377624,83.5422241377624,2465227803011.57,0.732,"Americas"
"Brazil",2014,43,95.4,97.5585811855157,81.1948027794409,14.8971,13.7916487838641,1537.8638,85.2106414441147,85.2106414441147,2456043727198.85,0.753,"Americas"
"Brazil",2016,43,95.8,97.955839734312,82.7432602104915,14.8971,12.1085038135727,1650.494,86.8602432937162,86.8602432937162,1795693482652.52,0.753,"Americas"
"Cambodia",2000,579,3.5,51.899880591249,16.9631343944074,84.8,29.7987214798005,95.6336,10.1863241737143,10.1863241737143,3694168979.32019,0.431,"Western Pacific"
"Cambodia",2002,553,4.6,55.3148453414085,17.9278350570634,79.2,30.0191592913356,96.5995,14.2304196427319,14.2304196427319,4501227626.62752,0.469,"Western Pacific"
"Cambodia",2004,525,6.1,58.53308870878,18.8939771301115,73.6,30.1032587946087,98.2232,19.9778491724546,19.9778491724546,5883297159.87352,0.499,"Western Pacific"
"Cambodia",2006,495,7.5,61.0435915393988,19.8622863358812,67.9,29.6130476724133,101.9654,25.8235906865063,25.8235906865063,8350531016.65753,0.522,"Western Pacific"
"Cambodia",2008,466,9.4,63.4540973985695,20.8462050574285,62.3,27.7883527366484,103.8585,31.7836066371633,31.7836066371633,12174303999.0812,0.536,"Western Pacific"
"Cambodia",2010,438,11.5,65.8701567479709,21.9938315244945,56.6,24.8224340951565,105.8401,38.0261681716986,38.0261681716986,13808673288.0696,0.542,"Western Pacific"
"Cambodia",2012,412,14.5,68.17060774941,23.1521487304252,51,22.9965791117395,106.864,44.3410593815793,44.3410593815793,17826536699.8016,0.551,"Western Pacific"
"Cambodia",2014,383,18.2,70.3567098391523,24.3209254020834,45.4,22.1052880421246,92.4978,50.7239587338179,50.7239587338179,22041463967.9009,0.559,"Western Pacific"
"Cambodia",2016,348,23.4,72.4305818903856,25.501040147582,39.7,22.4071810127085,80.4294,57.1715605520056,57.1715605520056,26556545153.3573,0.573,"Western Pacific"
"Cambodia",2018,308,31.2,74.3943716170771,26.6933832941225,39.7,22.9919425508182,84.008,63.6801687178509,63.6801687178509,33145892168.8958,0.588,"Western Pacific"
"Cambodia",2020,279,41.3,76.2531074222297,27.903766635715,39.7,24.1436022803452,88.9899,70.249097797564,70.249097797564,34818073901.4851,0.596,"Western Pacific"
"Central African Republic",2000,540,0.6,59.0104896097958,8.53086470231477,85.96516,34.1089018072999,-219.3991,20.5939673265979,20.5939673265979,916777282.691659,0.319,"Africa"
"Central African Republic",2002,540,0.5,56.6533341018037,8.26170337509347,83.12315,33.5016255789717,-219.9475,20.5005931077099,20.5005931077099,996068144.884889,0.322,"Africa"
"Central African Republic",2004,540,0.5,54.3217048702171,7.99427543453696,80.28114,32.5614114674204,-219.4314,20.40631886511,20.40631886511,1272360517.32373,0.326,"Africa"
"Central African Republic",2006,540,0.5,52.0363867203351,7.73617229496012,77.43913,32.4290832518178,-218.6191,19.5450444000148,19.5450444000148,1461859762.33459,0.333,"Africa"
"Central African Republic",2008,540,0.5,49.8014654368029,7.48929311659285,74.59712,32.7298504736865,-217.8412,18.7110296424231,18.7110296424231,1993407888.49838,0.345,"Africa"
"Central African Republic",2010,540,0.5,47.6121816825573,7.25241332361953,71.75511,33.2644237034772,-217.8124,17.9009514050434,17.9009514050434,2142591540.40068,0.357,"Africa"
"Central African Republic",2012,540,0.5,45.4644281462994,7.02456234088729,68.9131,36.1271180308768,-217.1667,17.1121604556915,17.1121604556915,2510126512.22831,0.372,"Africa"
"Central African Republic",2014,540,0.6,43.354001474842,6.80476202389028,68.9131,31.9156244391296,-217.3253,16.3420826919898,16.3420826919898,1894813389.40325,0.354,"Africa"
"Central African Republic",2016,540,0.6,41.276645035426,6.59203554548991,68.9131,34.4108147859314,-216.1501,15.5882420568199,15.5882420568199,1825018144.65595,0.373,"Africa"
"Chad",2000,151,3,38.6325922411663,5.52087398982528,91.58375,56.9478334024862,21.5158,9.6926743015076,9.6926743015076,1388506771.58756,0.292,"Africa"
"Chad",2002,152,2.6,39.7975122600416,5.58659704293732,90.45647,56.4118948084852,24.4431,9.85771003081794,9.85771003081794,1997005708.81576,0.309,"Africa"
"Chad",2004,151,2.3,40.9739127227244,5.6479144514591,89.32919,55.341182208153,29.4737,10.0242445629892,10.0242445629892,4422855660.82592,0.327,"Africa"
"Chad",2006,150,2.2,42.1612373131913,5.70471778217889,88.20191,54.3668277070918,33.0996,10.1921110893801,10.1921110893801,7428701453.91509,0.328,"Africa"
"Chad",2008,149,2.4,43.3598096505447,5.75715062160439,87.07463,53.225172822863,36.874,10.3615172599108,10.3615172599108,10393833765.3651,0.343,"Africa"
"Chad",2010,147,2.6,44.5760294474077,5.80736452502077,85.94735,52.6348532986167,41.6168,10.6144009031658,10.6144009031658,10668103554.1192,0.364,"Africa"
"Chad",2012,146,3.1,45.8314595763886,5.86313031273531,84.82007,57.1204741865987,48.3104,10.904855366766,10.904855366766,12367362757.1342,0.381,"Africa"
"Chad",2014,145,3.8,47.1234151576749,5.92508772122563,83.69279,46.8052788415437,55.2066,11.2377496545349,11.2377496545349,13940767218.5849,0.392,"Africa"
"Chad",2016,144,4.7,48.4497546132228,5.99418883763358,82.56551,58.3859502502274,64.6406,11.6187911506186,11.6187911506186,10097778098.1707,0.388,"Africa"
"Chad",2018,142,6,49.8080066638708,6.07143584248856,82,54.3808173498018,73.6105,12.054119739418,12.054119739418,11239167898.3395,0.393,"Africa"
"Chad",2020,141,7.5,51.1953778058648,6.15788313789912,82,49.1388484128027,81.4311,12.5503207178957,12.5503207178957,10715396042.3343,0.396,"Africa"
"Chile",2000,23,100,95.7491208421222,92.0930265397315,14.616,28.0634138695562,14.8299,92.2438518731679,92.2438518731679,78339750721.7352,0.763,"Americas"
"Chile",2002,18,100,96.3584619844032,93.0706286963931,10.97,27.5666336657884,24.9896,93.3238349042848,93.3238349042848,70264045939.1322,0.775,"Americas"
"Chile",2004,19,100,96.8614230083117,93.8845755309309,7.324,26.6987521826339,21.6622,94.2806647717969,94.2806647717969,99075985773.176,0.787,"Americas"
"Chile",2006,18,100,97.3573221347286,94.7076424957526,7.3,25.4313218784945,20.2134,95.2291336312297,95.2291336312297,153843518171.43,0.796,"Americas"
"Chile",2008,17,100,97.8465856667141,95.5400867626514,7.3,23.2503096478062,46.4061,96.1697322571176,96.1697322571176,179894594475.98,0.812,"Americas"
"Colombia",2000,37,78,91.9600501288055,68.5495180186544,21.17683,25.3637180153758,262.164,75.4237027446631,75.4237027446631,99875074951.0278,0.672,"Americas"
"Colombia",2002,35,79.8,92.5729955519748,69.1752616173546,19.83238,23.929353614622,256.6219,77.2165816983729,77.2165816983729,97945812802.8882,0.676,"Americas"
"Colombia",2004,33,81.1,93.1651930443208,69.7863824437527,18.48794,21.8887421322682,252.6077,79.0025604937672,79.0025604937672,117092416666.245,0.689,"Americas"
"Colombia",2006,32,82.8,93.7365220800179,70.3817298964061,17.14349,20.6003919283618,251.3843,80.7809581807122,80.7809581807122,161792958904.864,0.703,"Americas"
"Colombia",2008,32,83.9,94.2871908166194,70.8848352722594,15.79905,19.6051288373421,251.5878,82.5514083234022,82.5514083234022,242504150472.931,0.722,"Americas"
"Colombia",2010,32,85.6,94.8180493749797,71.3704833631711,14.4546,19.1642899222037,256.04,84.314142164482,84.314142164482,286498534094.963,0.732,"Americas"
"Colombia",2012,33,87.1,95.3293842263037,71.8381237323737,13.11016,18.1430860286647,254.8511,86.0689202628907,86.0689202628907,370691143018.039,0.739,"Americas"
"Colombia",2014,31,88.8,95.821895841302,72.2881015066443,11.76571,18.33821147907,261.9383,87.8159017312967,87.8159017312967,381240864422.407,0.755,"Americas"
"Colombia",2016,33,90,96.2965922555706,72.7215997126754,10.42127,17.312215487627,281.2368,89.5555442261651,89.5555442261651,282720100286.228,0.763,"Americas"
"Colombia",2018,33,91.4,96.739501221738,73.1264378879352,9.7,16.0492875724803,299.8021,91.2877514825982,91.2877514825982,334198218098.276,0.766,"Americas"
"Colombia",2020,35,92.6,97.0410236613368,73.413231097311,9.7,14.1832514905064,304.0308,93.0127700372276,93.0127700372276,270348342541.465,0.756,"Americas"
"Costa Rica",2000,18,89,94.4644859668649,76.4062353813744,12.69593,21.3843731146703,30.4794,93.6880568867232,93.6880568867232,15013629661.8969,0.709,"Americas"
"Costa Rica",2002,17,89.7,95.3307081825732,77.0867143581572,11.78091,21.0286242452936,16.7112,94.1582854576318,94.1582854576318,16578820687.2881,0.721,"Americas"
"Costa Rica",2004,21,90.4,96.1233820197563,77.7078495231556,10.86589,20.4200904256551,17.4586,94.6008968531799,94.6008968531799,18610594846.2083,0.731,"Americas"
